,Topic,Title,Author
724,health,"Finally, an Intervention That Might Have Helped Keep High-Risk Teens Alive  ",Jill U. Adams and Undark
725,health,America’s Job Listings Have Gone Off the Deep End  ,Amanda Mull
726,health,Why Jessica Biel Is Wrong  ,James Hamblin
727,health,Alabama Moves to State-Ordered Castration  ,James Hamblin
728,health,Naloxone Has Made Overdosing Less Terrifying  ,Brian Rinker and Kaiser Health News
729,health,The Future of Marketing Is Bespoke Everything  ,Amanda Mull
730,health,You Can Buy Prescription Drugs Without Seeing a Doctor  ,Olga Khazan
731,health,What Hollywood Boycotts Would Really Do to Georgia  ,Amanda Mull
732,health,The Misplaced Optimism in Legal Pot  ,Olga Khazan
733,health,Everest Is Over  ,Margret Grebowicz
734,health,The Case for Boring Office Clothes  ,Olga Khazan
735,health,Biological Clocks Could Drive the Immune System  ,Veronique Greenwood and Quanta
736,health,What the World’s Most Sociable People Reveal About Friendliness  ,David Robson
737,health,There Are Two Types of Airport People  ,Amanda Mull
738,health,"What 10,000 Steps Will Really Get You  ",Amanda Mull
739,health,The Lucrative Black Market in Human Fat  ,Christopher Forth
740,health,Give Up on Work-Life Balance  ,Olga Khazan
741,health,A Break in the Mystery of Sudden Running Deaths  ,Nicola Jones and Sapiens
742,health,Uber’s Drivers and Riders Are Locked in a Pine-Scented Battle  ,Taylor Lorenz
743,health,There Is Too Much Stuff  ,Amanda Mull
744,health,Frigid Offices Might Be Killing Women’s Productivity  ,Olga Khazan
745,health,Why Celebrities Are So Susceptible to Grifters  ,Amanda Mull
746,health,Why So Many Women Choose Abortion Over Adoption  ,Olga Khazan
747,health,"You Can’t ‘Starve’ Cancer, but You Might Help Treat It With Food  ",James Hamblin
748,health,The Hair Puzzle No Product Can Solve  ,Amanda Mull
749,health,Why the Government Pays Billions to People Who Claim Injury by Vaccines  ,James Hamblin
750,health,The Mushrooms Are Slowly Taking Effect  ,James Hamblin
751,health,I Broke Breakfast  ,Amanda Mull
752,health,What Happens When You Always Wear Headphones  ,Olga Khazan
753,health,"The Essential Ingredient That Makes Pudding, Pudding  ","Nicola Twilley, Cynthia Graber, and Gastropod"
754,health,Has Trump Actually Done Anything About Drug Prices?  ,James Hamblin
755,health,Tech Is No Match for Human Grossness  ,Amanda Mull
756,health,New Tools Could Help Pin Down the Cause of a Failing Memory  ,Elizabeth Svoboda and Undark
757,health,The Internet Has a Cancer-Faking Problem  ,Róisín Lanigan
758,health,Why Met Gala Attendees Always Screw Up the Theme  ,Amanda Mull
759,health,You Probably Shouldn’t Bring CBD Oil to an Airport  ,Amanda Mull
760,health,Hockey’s Next Head-Injury Reckoning  ,Nicolas Pollock
761,health,Rise of the Lady Backpack  ,Olga Khazan
762,health,Do Married Millennials Cheat on Each Other?  ,Olga Khazan
763,health,The Only Thing You Can’t Subscribe to Now Is Stability  ,Amanda Mull
764,health,Pete Buttigieg’s Language Magic Is Textbook Polyglot Mythmaking  ,Michael Erard
765,health,Measles and the Limits of Facts  ,James Hamblin
766,health,Workers Love AirPods Because Employers Stole Their Walls  ,Amanda Mull
767,health,Some Immigrants Choose Between Food Stamps and a Green Card  ,Olga Khazan
768,health,The Tragic Post-Hockey Life of an NHL ‘Enforcer’  ,Nicolas Pollock
769,health,The Mystery of Business Casual  ,Amanda Mull
770,health,The Word Curry Came From a Colonial Misunderstanding  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
771,health,The Dreams You Can’t Remember Might Never Have Occurred  ,David Robson
772,health,The Helmet That ‘Resets’ Your Brain  ,James Hamblin
773,health,The Coming Obsolescence of Animal Meat  ,Olga Khazan
774,health,The ‘Cuddle Hormone’ Might Help America Take On the Obesity Epidemic  ,Olga Khazan
775,health,Why States Want Certain Americans to Work for Medicaid  ,Lola Fadulu
776,health,Why Europeans Don’t Get Huge Medical Bills  ,Olga Khazan
777,health,Tiny Bees Fed On a Woman’s Tears—But Nature Gets Worse  ,Haley Weiss
778,health,Hearing Aids’ Reputation Is Lagging Behind the Technology  ,Jed Gottlieb and Undark
779,health,Hot People Are Stressful  ,Amanda Mull
780,health,Can We Touch?  ,James Hamblin
781,health,Invisible Middlemen Are Slowing Down American Health Care  ,Olga Khazan
782,health,Millennials Are Sick of Drinking  ,Amanda Mull
783,health,Bagels Weren't Always Soft  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
784,health,"Not Quite Triplets, Not Just Siblings  ",Haley Weiss
785,health,America Is Too Glib About Breast Implants  ,Amanda Mull
786,health,The Real Problem With Trigger Warnings  ,Olga Khazan
787,health,Americans Are Getting Secondhand Embarrassment From Trump  ,Olga Khazan
788,health,Get Yourself a Nemesis  ,Taylor Lorenz
789,health,America Blew It on Arugula  ,Amanda Mull
790,health,Big Pharma’s Go-To Defense of Soaring Drug Prices Doesn’t Add Up  ,Ezekiel J. Emanuel
791,health,American Health Care Is Flooded With Duplicate Medical Records  ,Lola Butcher and Undark
792,health,Your Pillows Might Be Killing Your Neck  ,Olga Khazan
793,health,Why Doctors Think a Kim Kardashian Selfie Is Important  ,Amanda Mull
794,health,How a Measles Quarantine Can Lead to Eviction  ,Olga Khazan
795,health,Autism Studies Are a Boys’ Club  ,Emily Sohn and Spectrum
796,health,A Sea Change in Plus-Size Fashion  ,Amanda Mull
797,health,The High-Stakes Allure of an Anti-Alzheimer’s Diet  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
798,health,Americans Are Going Bankrupt From Getting Sick  ,Olga Khazan
799,health,"In the Future, Everything Will Be Made of Chickpeas  ",Amanda Mull
800,health,7 Biohacks to Master Before Worrying About Other Biohacks  ,James Hamblin
801,health,How Your Dog Knows When You’re Sick  ,Amanda Mull
802,health,The Truth About People Who Have No Personality  ,Olga Khazan
803,health,There’s No Such Thing as a ‘Real’ Woman  ,Amanda Mull
804,health,Medieval Diseases Are Infecting California’s Homeless  ,Anna Gorman and Kaiser Health News
805,health,Why So Many Americans Are Turning to Buddhism  ,Olga Khazan
806,health,What the Departure of Vaping’s Most Powerful Opponent Means for American Teens  ,Amanda Mull
807,health,The Biggest Consequence of Trump’s New Abortion Rule Won’t Be for Abortion  ,Olga Khazan
808,health,"The New, Invasive Ways Women Are Encouraged to Freeze Their Eggs  ",Amanda Mull
809,health,A New Chapter in the Science of Psychedelic Microdosing  ,Haley Weiss
810,health,The Tropical Fruit That Could Have Been an All-American Favorite  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
811,health,"A Cannabis High, No Plant Required  ",Amanda Mull
812,health,The Problem With a Fight Against Toxic Masculinity  ,Michael Salter
813,health,"The Small, Small World of Facebook’s Anti-vaxxers  ",Alexis C. Madrigal
814,health,The 7 Most Revealing Moments From a Major Drug-Pricing Hearing  ,Olga Khazan
815,health,Grieving Parents Are Turning to Posthumous IVF  ,Shira Rubin and Undark
816,health,The Latest Diet Trend Is Not Dieting  ,Amanda Mull
817,health,A Poor Childhood Could Hurt Your Memory in Old Age  ,Olga Khazan
818,health,How to Stop Hating Your Least Favorite Food  ,Amanda Mull
819,health,A New Sign That Teens Know They Aren’t Struggling Alone  ,Amanda Mull
820,health,A School Nurse Is on a Mission to Count the Women Killed by Men  ,Natalie Schreyer and Kaiser Health News
821,health,The Best Combs a Presidential Candidate Could Use to Eat a Salad  ,Haley Weiss
822,health,Will Trump Live to 500?  ,James Hamblin
823,health,Suicide Memes Might Actually Be Therapeutic  ,Elizabeth Anne Brown
824,health,No One Really Knows What to Do With All of America’s Unclaimed Corpses  ,Michael Waters
825,health,Legal Weed Gets a Luxury Makeover  ,Amanda Mull
826,health,How Fancy Water Bottles Became a 21st-Century Status Symbol  ,Amanda Mull
827,health,The Macronutrient of the Day  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
828,health,The Dark Side of Original Thinking  ,Hansika Kapoor and Aeon
829,health,Why Do Smart People Send Nudes?  ,Amanda Mull
830,health,What It’s Like to Survive Being Shot 16 Times  ,Ciara O'Rourke
831,health,The CBD Crackdown Has Begun  ,Amanda Mull
832,health,Stopping HIV Would Require an Entirely Different Trump  ,James Hamblin
833,health,Why Does Everyone Suddenly Have Fancy Fake Teeth?  ,Amanda Mull
834,health,How an Enslaved Distiller Was Written Out of Jack Daniel's History  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
835,health,The White Flight From Football  ,Alana Semuels
836,health,The Inevitable Aging of the Internet’s Famous Pets  ,Amanda Mull
837,health,Being Trapped Indoors Is the Worst  ,Amanda Mull
838,health,This Is What Happens When You Drunkenly Swallow a Live Catfish  ,Haley Weiss
839,health,What Billionaires’ Fasting Diets Mean for the Rest of Us  ,Amanda Mull
840,health,The Murky Ethics of the Ugly-Produce Business  ,Amanda Mull
841,health,It’s Really Hard to Study Artificial Sweeteners  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
842,health,The Doctors Who Invented a New Way to Help People Die  ,Jennie Dear
843,health,Who Really Gets Hurt by Violent Fantasies?  ,Amanda Mull
844,health,"If Legal Marijuana Leads to Murder, What’s Up in the Netherlands?  ",James Hamblin
845,health,The Tricky Ethics of Transplants for Addicts  ,Joshua D. Mezrich
846,health,Psychology Has a New Approach to Building Healthier Men  ,Amanda Mull
847,health,What It’s Like to Visit an Existential Therapist  ,Faith Hill
848,health,The Weight I Carry  ,Tommy Tomlinson
849,health,"Millennials Stare Into the Void, and Gillette Stares Back  ",Amanda Mull
850,health,Your Flaws Are Probably More Attractive Than You Think They Are  ,Emily Esfahani Smith
851,health,How a Stroke Turned a 63-Year-Old Into a Rap Legend  ,Jeff Maysh
852,health,The Instant Pot Will Not Solve All of Life’s Problems  ,Amanda Mull
853,health,The Sad News About CBD Cupcakes  ,Amanda Mull
854,health,The Best Skin-Care Trick Is Being Rich  ,Amanda Mull
855,health,IQ Tests Are Biased Against People With Autism  ,Nicholette Zeliadt and Spectrum
856,health,What a Border-Wall GoFundMe Campaign Says About America  ,Amanda Mull
857,health,It’s the Most Inadequate Time of the Year  ,Amanda Mull
858,health,The Stop Sign vs. the Soda Tax  ,"Cynthia Graber, Nicola Twilley, and Gastropod"
859,health,The Worrisome Word in Ruth Bader Ginsburg’s Cancer Diagnosis  ,James Hamblin
860,health,‘6 Months Off Meds I Can Feel Me Again’  ,Amanda Mull
861,health,The Disturbing Trend Behind America’s Soaring Gun Deaths  ,Haley Weiss
862,health,The Man Who Smelled Like Rancid Creamed Corn to Usher In a New Scientific Era  ,Eben Kirksey
863,health,The Problem With This Year’s Most Comfortable Holiday Fad  ,Ashley Fetters
864,health,The Rise of Anxiety Baking  ,Amanda Mull
865,health,A Classic Test of Animals’ Minds Has a Fish Problem  ,Elizabeth Preston and Quanta
866,health,Why People Wait 10 Days to Do Something That Takes 10 Minutes  ,Amanda Mull
867,health,A Doctor Allegedly Whispered to His Patient That She Looked Like a ‘Sexy Librarian’  ,"Barbara Feder Ostrov, Harriet Blair Rowan, and Kaiser Health News"
868,health,"Congresswoman, Interrupted  ",Amanda Mull
869,health,What Happens When You’re Convinced You Have Bad Genes  ,Sarah Zhang
870,health,This Is Your Brain on Puppies  ,Amanda Mull
871,health,The Strongest Evidence Yet for a Highly Controversial Addiction Treatment  ,Zachary Siegel
872,health,"Showering Has a Dark, Violent History  ",Sarah Zhang
873,health,Autism Risk Is Tough to Pin Down During Pregnancy  ,Melinda Wenner Moyer and Spectrum
874,health,The U.S. Appetite for Sugar Has Skyrocketed  ,"Nicola Twilley, Cynthia Graber, and Gastropod"
875,health,Doctors Aren’t Sure How This Even Came Out of a Patient  ,Haley Weiss
876,health,How Pink Salt Took Over Millennial Kitchens  ,Amanda Mull
877,health,The AI That Knows Exactly What You Want to Eat  ,Amos Zeeberg
878,health,"‘Juul’s a Business, and They’re Behaving Like a Business’  ",Amanda Mull
879,health,Victoria’s Secret Has a Mean-Girl Problem  ,Amanda Mull
880,health,Americans Are Dying Even Younger  ,Olga Khazan
881,health,America Doesn’t Understand Gateway Drugs  ,Amanda Mull
882,health,I Smelled Like a Man for a Day  ,Olga Khazan
883,health,Why So Many People Hate Winter  ,Olga Khazan
884,health,The Charity Walkathon Is Dead  ,Olga Khazan
885,health,The Small Island Where 500 People Speak Nine Different Languages  ,Michael Erard
886,health,The Snake-Poo Doctor  ,Thomas Morris
887,health,Who Would Spend $17 on Toothpaste?  ,Amanda Mull
888,health,Why Most of America Is Terrible at Making Biscuits  ,Amanda Mull
889,health,America’s Health-Care System Is Making the Opioid Crisis Worse  ,Olga Khazan
890,health,The Art of Woke Wellness  ,James Hamblin
891,health,Your Mother’s Romantic Past Affects Your Own Dating Adventures  ,Olga Khazan
892,health,Smoke Days Are Now California's Snow Days  ,Amanda Mull
893,health,The Sneaky Way Clothing Brands Hooked Men on Stretch Jeans  ,Amanda Mull
894,health,The Bogus Science Behind Instagram’s New Glasses Trend  ,Amanda Mull
895,health,The FDA’s Mango-Flavored Trolley Problem  ,Amanda Mull
896,health,Did Obamacare Repeal Hurt the Republicans?  ,Olga Khazan
897,health,Marijuana Stocks Spiked After Jeff Sessions Resigned  ,Amanda Mull
898,health,Endorsing Dead People Is a Shrewd Political Strategy  ,Rachel Gutman
899,health,Americans Can't Escape Long-Disproven Body Stereotypes  ,Amanda Mull
900,health,"Actually, You Can Just Drink Some Water  ",Amanda Mull
901,health,The Problem With Being Perfect  ,Olga Khazan
902,health,Why the Trump Administration’s New Gender Definition Worries Doctors  ,Olga Khazan
903,health,What Does Working From Home Do to Your Immune System?  ,Amanda Mull
904,health,Superfoods Are a Marketing Ploy  ,Marion Nestle
905,health,Just Months of American Life Change the Microbiome  ,Olga Khazan
906,health,Fewer Sex Partners Means a Happier Marriage  ,Olga Khazan
907,health,"The Harder, Better, Faster, Stronger Language of Dieting  ",Amanda Mull
908,health,Against a Federal Registry of Genitals  ,James Hamblin
909,health,Why Women’s Shoes Are So Painful  ,Olga Khazan
910,health,Women in the U.S. Can Now Get Safe Abortions by Mail  ,Olga Khazan
911,health,The Main Suspect Behind an Ominous Spike in a Polio-like Illness  ,Ed Yong
912,health,The High Stakes of Surfing’s Wave-Pool Arms Race  ,Kimball Taylor
913,health,"In India, Breast Cancer Is Often a Death Sentence  ",Sandy Ong and Undark
914,health,Inherited Trauma Shapes Your Health  ,Olga Khazan
915,health,"When Abortion Is Illegal, Women Rarely Die. But They Still Suffer.  ",Olga Khazan
916,health,It’s Too Soon to Celebrate the End of the Opioid Epidemic  ,Olga Khazan
917,health,Neanderthals Suffered a Lot of Traumatic Injuries. So How Did They Live So Long?  ,David Robson
918,health,Bad News for People Who Can’t Remember Names  ,Paul Bisceglio
919,health,Everyday Discrimination Literally Raises Women’s Blood Pressure  ,Ed Yong
920,health,On the Trail of Missing American Indian Women  ,Sophia Myszkowski
921,health,A Plan to Keep Dying Patients' Drugs From Fueling Addiction  ,Melissa Bailey and Kaiser Health News
922,health,Naloxone Retail Dispensing Is Up 70 Percent  ,Lola Fadulu
923,health,The Gay Men Who Have Lived for Years With Someone Waiting on Their Death  ,Jack Lowery
924,entertainment,The Near-Future Shock of Years and Years  ,Sophie Gilbert
925,entertainment,Two Novels That Make Mental Illness Legible  ,Rosa Inocencio Smith
926,entertainment,Ayesha Curry’s Comfort Television  ,Hannah Giorgis
927,entertainment,The Strangely Charming World of Los Espookys  ,Shirley Li
928,entertainment,Political Punk Rock That Protests Its Own Singer  ,Spencer Kornhaber
929,entertainment,Them That Follow Is a Lazy Portrait of Religious Fanaticism  ,David Sims
930,entertainment,Unpacking the Immense Popularity of Shtisel  ,Peter Beinart
931,entertainment,The Dark Teen Show That Pushes the Edge of Provocation  ,Sophie Gilbert
932,entertainment,Wild Rose Is the Best Kind of Musical Melodrama  ,David Sims
933,entertainment,The Photographer Who Captured 20th-Century Queer Life  ,Hannah Giorgis
934,entertainment,The Adam Sandler Netflix Experiment Continues With Murder Mystery  ,David Sims
935,entertainment,The Fitness Craze That Changed the Way Women Exercise  ,Natalia Mehlman Petrzela
936,entertainment,A Moby-Dick–Inspired Memoir of Menopause  ,Joe Fassler
937,entertainment,Elizabeth Gilbert Is Owning Her Past Mistakes  ,Lizzie O'Leary
938,entertainment,The Queasy Double Message of Taylor Swift’s ‘You Need to Calm Down’  ,Spencer Kornhaber
939,entertainment,When They See Us Indicts the System  ,Hannah Giorgis
940,entertainment,Big Little Lies and the Painful Truths of a Parent-Child Talk  ,Megan Garber
941,entertainment,Why Trump Uses Mock Spanish  ,Ben Zimmer
942,entertainment,Bruce Springsteen Takes His Car to the Old Town Road  ,Spencer Kornhaber
943,entertainment,A Historic NBA Championship for the Raptors  ,Robert O'Connell
944,entertainment,The Irrepressible Emotion of Lee Krasner  ,Sophie Gilbert
945,entertainment,The Dead Don’t Die Is Awfully Lifeless  ,David Sims
946,entertainment,Why Meryl Streep’s Sly Matriarch Works So Well on Big Little Lies  ,Shirley Li
947,entertainment,When American Suffragists Tried to ‘Wear the Pants’  ,Kimberly Chrisman-Campbell
948,entertainment,The Marvel-Netflix Universe’s Final Hero  ,Shirley Li
949,entertainment,The Wild-West Era of Streaming TV Is Ending  ,David Sims
950,entertainment,Pose Lets In the Light  ,Sophie Gilbert
951,entertainment,Sarah Sanders Broke the News  ,Megan Garber
952,entertainment,Inside the Head of an Aging Serial Killer  ,Alana Mohamed
953,entertainment,Men in Black: International Forgets What Made the Original So Great  ,David Sims
954,entertainment,The Toy Story Trilogy Gets the Epilogue It Deserves  ,David Sims
955,entertainment,Kevin Durant’s Disastrous Comeback  ,Robert O'Connell
956,entertainment,The Last Black Man in San Francisco Is an Elegy for a City  ,David Sims
957,entertainment,Big Little Lies Ponders What Makes a Man  ,Hannah Giorgis
958,entertainment,The Hidden Women Writers of the Elizabethan Theater  ,Phyllis Rackin
959,entertainment,Stories That Ask Whether Humans and Nature Were Always Incompatible  ,Jake Cline
960,entertainment,Shakespeare Wrote Insightfully About Women. That Doesn’t Mean He Was One.  ,James Shapiro
961,entertainment,The TV Is Too Damn Long  ,Sophie Gilbert
962,entertainment,Keep Questioning Shakespeare’s Identity  ,Mark Rylance
963,entertainment,Shakespeare and Company  ,The Editors
964,entertainment,The Logical Gymnastics of Shakespeare Biography  ,David Ellis
965,entertainment,Shakespeare Didn’t Write Alone  ,David Scott Kastan
966,entertainment,The Tony-Nominated Play That Savages the U.S. Constitution  ,Naureen Khan
967,entertainment,Dr. John’s Reverent Subversion of New Orleans Cliché  ,David A. Graham
968,entertainment,How Rihanna’s Fenty Line Is Challenging Luxury-Fashion Norms  ,Tanisha C. Ford
969,entertainment,The Secret of Big Little Lies  ,Sophie Gilbert
970,entertainment,"R. Kelly Wants Power, Not ‘Help’  ",Hannah Giorgis
971,entertainment,A Novel That Weighs the Costs of Love and Motherhood  ,Adrienne Green
972,entertainment,Black Mirror’s Miley Cyrus Episode Isn’t That Far-Fetched  ,Spencer Kornhaber
973,entertainment,The Last X-Men Movie Was Doomed to Fail  ,David Sims
974,entertainment,"Black Mirror: The Weird, Intriguing Intimacy of ‘Striking Vipers’  ",David Sims
975,entertainment,"The Star Wars Park Doesn’t Feel Far, Far Away  ",Spencer Kornhaber
976,entertainment,The Growing Paradox of The Handmaid’s Tale  ,Sophie Gilbert
977,entertainment,"Black Mirror: ‘Rachel, Jack, and Ashley Too’ Is a Fascinating Jumble  ",David Sims
978,entertainment,The Turbulent Journey of Metta World Peace  ,Jemele Hill
979,entertainment,‘Smithereens’ Is the Only Flop of the New Black Mirror Season  ,David Sims
980,entertainment,The Culinary Legacy of Leah Chase  ,Jessica B. Harris
981,entertainment,How Did Tonight’s Jeopardy Result Not Leak Sooner?  ,Joe Pinsker
982,entertainment,James Holzhauer Prompted a Fundamental Question About Jeopardy  ,Joe Pinsker
983,entertainment,Going Home With Ocean Vuong  ,Kat Chow
984,entertainment,When They See Us and the Persistent Logic of ‘No Humans Involved’  ,Hannah Giorgis
985,entertainment,How The Atlantic Covered the Fight for Women’s Suffrage  ,Annika Neklason
986,entertainment,How the ‘Central Park Five’ Changed the History of American Law  ,Elizabeth Hinton
987,entertainment,How James Holzhauer Finally Lost  ,Joe Pinsker
988,entertainment,The Subtle Subversions of Always Be My Maybe  ,Shirley Li
989,entertainment,How Art Can Double as Historical Corrective  ,Giovanni Russonello
990,entertainment,Deadwood: The Movie Is David Milch’s Finest Work  ,David Sims
991,entertainment,Godzilla: King of the Monsters Is an Utterly Disastrous Sequel  ,Christopher Orr
992,entertainment,How Eight Middle Schoolers Toppled the Scripps Spelling Bee  ,Ben Zimmer
993,entertainment,The Heaven and Hell of Good Omens  ,Sophie Gilbert
994,entertainment,The Messy Politics of Spike Lee's She's Gotta Have It  ,Hannah Giorgis
995,entertainment,The Paradox at the Heart of Godzilla  ,Peter Bebergal
996,entertainment,Kevin Durant’s Inessential Greatness  ,Robert O'Connell
997,entertainment,Rocketman Deserves to Be a Smash Hit  ,David Sims
998,entertainment,Ava DuVernay Does True Crime Differently in When They See Us  ,Sophie Gilbert
999,entertainment,The Philosophy Behind the First American Dictionary  ,Peter Martin
1000,entertainment,When the U.S. Constitution Is the Source Material for Your One-Woman Play  ,David Sims
1001,entertainment,Killing Eve Betrayed Its Central Character  ,Sophie Gilbert
1002,entertainment,A Generation of Stars Working Out Queerness in Their Songs  ,Spencer Kornhaber
1003,entertainment,Vida Mines the Highs and Lows of Coming Home  ,Sophie Gilbert
1004,entertainment,The Whitney Biennial Homes In on American Precariousness  ,Kriston Capps
1005,entertainment,What the Beto O’Rourke Documentary Says About Political Charisma  ,Megan Garber
1006,entertainment,How Game of Thrones Lost Its Way as a Political Drama  ,Parker Richards
1007,entertainment,Fleabag Has a Poignant Insight About Sisterhood  ,Hannah Giorgis
1008,entertainment,Why Good Girls Is Such a Rewarding Show  ,Shirley Li
1009,entertainment,Generation Z Gets Its Coming-of-Age Classic  ,David Sims
1010,entertainment,What Keeps Hollywood’s Oldest Restaurant Running  ,Todd S. Purdum
1011,entertainment,The Remarkable Badness of WhatIf  ,Sophie Gilbert
1012,entertainment,It’s Impossible to Take the New Aladdin Seriously  ,David Sims
1013,entertainment,Game of Thrones Is Over. Now What About the Books?  ,David Sims
1014,entertainment,The Complicated Cliché of ‘Bran the Broken’  ,Spencer Kornhaber
1015,entertainment,Elizabeth Acevedo’s Work Is a Welcome Rarity in Young-Adult Fiction  ,Hannah Giorgis
1016,entertainment,John Okada’s No-No Boy Is a Test of American Character  ,Karen Tei Yamashita
1017,entertainment,Game of Thrones’ Final Rebuke of Anger  ,Megan Garber
1018,entertainment,The Rare Home-Improvement Show That Spotlights Skilled Workers  ,Margaret Tucker
1019,entertainment,Did Viewers Win or Lose in Game of Thrones?  ,"David Sims, Spencer Kornhaber, and Lenika Cruz"
1020,entertainment,The SNL Finale Was a Mishmash of Everything the Show Needs to Fix  ,David Sims
1021,entertainment,The Houston Rapper Taking the Industry by Storm  ,Hannah Giorgis
1022,entertainment,I’ve Never Watched Game of Thrones. But Here’s What I Know  ,Adrienne LaFrance
1023,entertainment,Viceland’s Dark Side of the Ring Shows the Sleaze and Humanity of Wrestling  ,James Parker
1024,entertainment,I Ran a Backstreet Boys Website for Superfans  ,Dena Ogden
1025,entertainment,Carly Rae Jepsen Is Getting Weirder—And It’s Brilliant  ,Spencer Kornhaber
1026,entertainment,The Change That Could Make the NBA Playoffs Watchable  ,David Dennis Jr.
1027,entertainment,The National Further Complicates Its Sadness  ,Spencer Kornhaber
1028,entertainment,Busy Tonight Ended Just as Its Host Was Finding Her Voice  ,Shirley Li
1029,entertainment,The Souvenir Is a Masterly Coming-of-Age Portrait  ,David Sims
1030,entertainment,Catch-22 Finds Madness and Magic In a Classic  ,Sophie Gilbert
1031,entertainment,My Dad Wrote a Porno Is an Ode to Bad Sex  ,Sophie Gilbert
1032,entertainment,The Agony and the Ecstasy of Fleabag  ,Sophie Gilbert
1033,entertainment,Why Did Dany Destroy King’s Landing? Some Theories From History  ,Spencer Kornhaber
1034,entertainment,"The Bloody, Thrilling Legend of John Wick Continues  ",David Sims
1035,entertainment,The Purgatory That Comes After Losing a Child  ,Joe Fassler
1036,entertainment,"Doris Day, the People’s Actor  ",Todd S. Purdum
1037,entertainment,‘Let’s Keep This a Casual Enough Conversation That We Can Find the Humor in Things’  ,Lizzie O'Leary
1038,entertainment,Revisionism Is Winning in American Politics  ,Megan Garber
1039,entertainment,Mel Gibson’s New Film Seems Designed to Outrage  ,David Sims
1040,entertainment,The Only Thing Worse Than a ‘Mad’ Daenerys  ,Megan Garber
1041,entertainment,Game of Thrones Failed Cersei  ,Shirley Li
1042,entertainment,Game of Thrones Delivers Its Most Cataclysmic Episode  ,"David Sims, Lenika Cruz, and Spencer Kornhaber"
1043,entertainment,"The Many, Many Theories About Leonardo da Vinci  ",Milt Esterow
1044,entertainment,"In Shakespeare’s Life Story, Not All Is True. In Fact, Much Is Invented.  ",Elizabeth Winkler
1045,entertainment,The Anti-party Anthem Contending for Song of the Summer  ,Spencer Kornhaber
1046,entertainment,The Hustle Is a Lazy Gender Swap  ,Christopher Orr
1047,entertainment,A Married Couple Walk Into a Bar. We Watch.  ,Shirley Li
1048,entertainment,The Tolkien Biopic Is Just Lord of the Rings References  ,David Sims
1049,entertainment,Trust Exercise Is an Elaborate Trick of a Novel  ,Sophie Gilbert
1050,entertainment,It Should Be Impossible for Detective Pikachu to Be This Good  ,David Sims
1051,entertainment,Raphael Bob-Waksberg on BoJack Horseman and Writing Surreal Love Stories  ,Hannah Giorgis
1052,entertainment,The Deeper Dilemma for Daenerys in Game of Thrones  ,Spencer Kornhaber
1053,entertainment,Remembering a Man Who Had the Thing Itself  ,Cullen Murphy
1054,entertainment,Game of Thrones Is Considering ‘Electability.’ It Isn’t Going Well.  ,Megan Garber
1055,entertainment,The J. R. R. Tolkien Story That Makes the Case for Fantasy Fiction  ,Yosef Lindell
1056,entertainment,What It Was Like Making the Biggest Movie of 2019  ,David Sims
1057,entertainment,"Chernobyl Is a Gruesome, Riveting Fable  ",Sophie Gilbert
1058,entertainment,The Raunchiest Women on TV Are Technically Birds  ,Hannah Giorgis
1059,entertainment,Daenerys Targaryen Makes Her Move on Game of Thrones  ,"David Sims, Spencer Kornhaber, and Shirley Li"
1060,entertainment,‘The Goddess of Good Sex’  ,Megan Garber
1061,entertainment,Adam Sandler Finally Returned to SNL—And He Delivered  ,David Sims
1062,entertainment,Vampire Weekend’s Father of the Bride Is an Ambivalent Epic About World Peace  ,Spencer Kornhaber
1063,entertainment,A New Film Reveals How Larry Nassar Benefited From a Culture of Silence  ,Sophie Gilbert
1064,entertainment,Netflix’s Ted Bundy Movie Is a Study in True Crime’s Most Troubling Questions  ,David Sims
1065,entertainment,Another Rom-Com About How Crazy It Would Be to Fall for Seth Rogen  ,David Sims
1066,entertainment,Finding Comfort in the Gloomy Beauty of The Cure’s Disintegration  ,Jason Heller
1067,entertainment,Knock Down the House and the Quiet Insurgency of Tears  ,Megan Garber
1068,entertainment,Netflix’s Tuca & Bertie Is a Surreal Celebration of Friendship  ,Lenika Cruz
1069,entertainment,The Critique That Inspired John Singleton to Make Poetic Justice   ,Mark D. Cunningham
1070,entertainment,The Final Scene of Avengers: Endgame Is More Than Worthy  ,Shirley Li
1071,entertainment,Why John Singleton Wanted the ‘Z’ in Boyz n the Hood   ,Ben Zimmer
1072,entertainment,John Singleton Changed How Hollywood Sees Black America  ,Hannah Giorgis
1073,entertainment,Science Fiction’s Preoccupation With Privacy  ,Lily Meyer
1074,entertainment,What Melisandre’s Magic Reveals About Game of Thrones  ,Spencer Kornhaber
1075,entertainment,What Avengers: Endgame’s Historic Box Office Means for the Future  ,David Sims
1076,entertainment,The Inevitability of Black Widow  ,Sophie Gilbert
1077,entertainment,The Long Night Finally Arrives on Game of Thrones   ,"David Sims, Spencer Kornhaber, and Lenika Cruz"
1078,entertainment,"From the Archives: ‘Moccasin Flowers,’ a Poem by Mary Oliver  ",
